138.00	21.20	0.056731
138.00	24.20	0.023411
138.00	27.20	0.057419
138.00	30.20	-0.029296
138.00	33.20	-0.017458
138.00	36.20	0.041975
138.00	39.20	0.042327
138.00	42.20	0.121052
138.00	45.20	0.034558
138.00	48.20	-0.065344
138.00	51.20	-0.125345
138.00	54.20	-0.045901
138.00	57.20	0.030247
138.00	60.20	-0.028507
138.00	63.20	0.023542
138.00	66.20	-0.092985
138.00	69.20	-0.131199
141.00	12.20	-0.041084
141.00	15.20	-0.064442
141.00	18.20	0.018493
141.00	21.20	0.058833
141.00	24.20	0.008438
141.00	27.20	0.036773
141.00	30.20	-0.039029
141.00	33.20	0.012821
141.00	36.20	0.044768
141.00	39.20	0.035519
141.00	42.20	0.133966
141.00	45.20	0.033326
141.00	48.20	-0.062041
141.00	51.20	-0.142786
141.00	54.20	-0.030250
141.00	57.20	0.028148
141.00	60.20	-0.020030
141.00	63.20	0.027028
141.00	66.20	-0.075326
141.00	69.20	-0.154290
144.00	12.20	-0.040146
144.00	15.20	-0.023788
144.00	18.20	0.011840
144.00	21.20	0.061777
144.00	24.20	0.006976
144.00	27.20	0.026224
144.00	30.20	-0.062696
144.00	33.20	0.037609
144.00	36.20	0.041702
144.00	39.20	0.041172
144.00	42.20	0.113758
144.00	45.20	0.019873
144.00	48.20	-0.083322
144.00	51.20	-0.111661
144.00	54.20	-0.025737
144.00	57.20	-0.002606
144.00	60.20	-0.015087
144.00	63.20	0.019165
144.00	66.20	-0.069656
144.00	69.20	-0.202612
147.00	12.20	-0.022936
147.00	15.20	-0.009026
147.00	18.20	-0.005085
147.00	21.20	0.039213
147.00	24.20	0.055889
147.00	27.20	-0.009803
147.00	30.20	-0.051989
147.00	33.20	0.034937
147.00	36.20	0.020005
147.00	39.20	0.043022
147.00	42.20	0.092577
147.00	45.20	0.004856
147.00	48.20	-0.093815
147.00	51.20	-0.123808
147.00	54.20	-0.045187
147.00	57.20	-0.044782
147.00	60.20	-0.059943
147.00	63.20	-0.081271
147.00	66.20	-0.068961
147.00	69.20	-0.194794
150.00	12.20	0.003621
150.00	15.20	-0.024583
150.00	18.20	-0.025167
150.00	21.20	0.003895
150.00	24.20	0.038722
150.00	27.20	0.050343
150.00	30.20	-0.031817
150.00	33.20	0.020049
150.00	36.20	0.000522
150.00	39.20	0.037198
150.00	42.20	0.069342
150.00	45.20	-0.035129
150.00	48.20	-0.097286
150.00	51.20	-0.125178
150.00	54.20	-0.073700
150.00	57.20	-0.127266
150.00	60.20	-0.122899
150.00	63.20	-0.100209
